Name,Barcode,Reference,Salesprice,Stock
Endless belt cloth AO 75x533mm G024,,111732B,1.95,0
Endless belt cloth AO 75x533mm G150,5412605472352,111226B,1.55,170
Endless belt cloth AO 75x533mm G180,,111733B,1.5,0
Endless belt cloth AO 90x700mm G040,,111734B,2.837,0
Endless belt cloth AO 90x700mm G080,5412605472703,111251B,2.704,0
Endless belt cloth AO 90x700mm G100,,111735B,2.434,0
Endless belt cloth AO 90x700mm G120,,111736B,2.434,0
Endless belt cloth AO 100x552mm G050,,111737B,2.45,0
Endless belt cloth AO 100x552mm G150,5412605478842,111738B,2.25,20
Endless belt cloth AO 100x552mm G180,,111739B,2.1,0
Endless belt cloth AO 100x560mm G024,,111740B,2.9,0
Endless belt cloth AO 100x600mm G060,,111742B,2.5,0
Endless belt cloth AO 100x600mm G100,,111743B,2.262,0
Endless belt cloth AO 100x600mm G120,5412605478859,111744B,2.262,4
Endless belt cloth AO 100x690mm G040,,111745B,2.837,50
Endless belt cloth AO 100x690mm G060,,111746B,2.772,60
Endless belt cloth AO 100x690mm G080,5412605473335,111297B,2.772,50
Endless belt cloth AO 100x690mm G100,,111747B,2.434,0
Endless belt cloth AO 100x690mm G120,,111748B,2.434,0
Endless belt cloth AO 100x840mm G040,,111749B,3.243,0
Endless belt cloth AO 100x840mm G060,,111750B,2.972,0
Endless belt cloth AO 100x840mm G100,,111751B,2.837,0
Endless belt cloth AO 100x840mm G120,,111752B,2.837,0
Endless belt cloth AO 100x920mm G040,5412605473663,111324B,4.15,10
Endless belt cloth AO 100x920mm G060,5412605473670,111325B,4.012,0
Endless belt cloth AO 100x920mm G080,5412605473687,111326B,3.871,0
Endless belt cloth AO 100x920mm G100,5412605473632,111321B,3.75,120
Endless belt cloth AO 100x920mm G120,5412605473649,111322B,3.773,10
Endless belt cloth AO 100x950mm G080,,111753B,3.108,0
Endless belt cloth AO 110x610mm G050,,111754B,2.748,0
Endless belt cloth AO 110x610mm G060,5412605471157,111755B,2.434,30
Endless belt cloth AO 110x620mm G050,5412605473939,111347B,3.15,0
Endless belt cloth AO 110x620mm G150,5412605472604,111756B,2.366,0
Endless belt cloth AO 110x620mm G220,,111757B,2.35,0
Endless belt cloth AO 110x620mm G280,,111758B,2.35,0
Endless belt cloth AO 110x620mm G320,,111759B,2.2,0
Endless belt cloth AO 120x7000mm G060,,111760B,14.726,0
Endless belt cloth AO 120x7200mm G080,,111761B,14.998,0
Endless belt cloth AO 120x8000mm G100,,111762B,16.114,0
Endless belt cloth AO 120x8000mm G120,,111763B,16.114,0
Endless belt cloth AO 120x8000mm G060,,111764B,19.391,0
Endless belt cloth AO 150x7100mm G120,,111765B,17.939,0
Endless belt cloth AO 150x780mm G040,,111766B,0,0
Endless belt cloth AO 150x780mm G060,,111767B,0,0
Endless belt cloth AO 150x780mm G080,,111768B,0,0
Endless belt cloth AO 50x3000mm G080,,111769B,0,0
Endless belt cloth AO 76x1525mm G060,,111770B,0,0
Endless belt cloth AO 75x3350mm G060,,111771B,0,0
Abrasive disc AO 115x22mm G100,5412605130030,110298A,0.65,550
Abrasive disc AO 115x22mm G120,5412605130047,110299A,0.65,3275
Abrasive disc AO 115x22mm G016,5412605130054,110291A,0.8,-4375
Abrasive disc AO 115x22mm G024,5412605130078,110292A,0.75,4301
Abrasive disc AO 115x22mm G036,5412605130108,110293A,0.7,3875
Abrasive disc AO 115x22mm G040,5412605130115,110294A,0.65,2600
Abrasive disc AO 115x22mm G050,5412605130122,110295A,0.65,0
Abrasive disc AO 115x22mm G060,5412605130146,110296A,0.65,1850
Abrasive disc AO 115x22mm G080,5412605130160,110297A,0.65,2375
Abrasive disc ZC 115x22mm G024,5412605131297,112853B,1.3,156
Abrasive disc ZC 115x22mm G036,5412605130580,110318A,1.1,201
Abrasive disc ZC 115x22mm G040,5412605130597,110319A,0.95,350
Abrasive disc ZC 115x22mm G050,5412605130603,110320A,0.95,0
Abrasive disc ZC 115x22mm G060,5412605130610,110321A,0.85,25
Abrasive disc ZC 115x22mm G080,5412605130627,110322A,0.8,600
Abrasive disc ZC 115x22mm G100,5412605130634,110323A,0.8,425
Abrasive disc ZC 115x22mm G120,5412605130641,110324A,0.8,472
Abrasive disc AO 125x22mm G100,5412605130207,110307A,0.7,-225
Abrasive disc AO 125x22mm G120,5412605130214,110308A,0.7,2025
Abrasive disc AO 125x22mm G016,5412605130238,110300A,1.1,375
Abrasive disc AO 125x22mm G024,5412605130245,110301A,0.9,-1225
Abrasive disc AO 125x22mm G036,5412605130252,110302A,0.85,-1000
Abrasive disc AO 125x22mm G040,5412605130269,110303A,0.75,4350
Abrasive disc AO 125x22mm G050,5412605130276,110304A,0.75,2900
Abrasive disc AO 125x22mm G060,5412605130283,110305A,0.75,-723
Abrasive disc AO 125x22mm G080,5412605130290,110306A,0.7,2275
Abrasive disc ZC 125x22mm G024,5412605131501,112851B,1.25,225
Abrasive disc ZC 125x22mm G036,5412605130658,110325A,1.15,0
Abrasive disc ZC 125x22mm G040,5412605130665,110326A,1.05,0
Abrasive disc ZC 125x22mm G050,5412605130672,110327A,1.05,165
Abrasive disc ZC 125x22mm G060,5412605130689,110328A,0.9,58
Abrasive disc ZC 125x22mm G080,5412605130696,110329A,0.8,300
Abrasive disc ZC 125x22mm G100,5412605130702,110330A,0.8,500
Abrasive disc ZC 125x22mm G120,5412605130719,110331A,0.8,675
Abrasive disc AO 150x22mm G100,5412605130306,113008B,1.2,-275
Abrasive disc AO 150x22mm G120,5412605130313,113009B,1.2,175
Abrasive disc AO 150x22mm G016,5412605130320,113010B,1.8,2975
Abrasive disc AO 150x22mm G024,5412605130337,113011B,1.5,0
Abrasive disc AO 150x22mm G036,5412605130344,113012B,1.5,175
Abrasive disc AO 150x22mm G040,5412605130351,113013B,1.5,284
Abrasive disc AO 150x22mm G050,5412605130368,113014B,1.35,0
Abrasive disc AO 150x22mm G060,5412605130375,113015B,1.3,425
Abrasive disc AO 150x22mm G080,5412605130382,113016B,1.2,0
Abrasive disc SC 178x22mm G036,5412065132001,112642B,2.3,0
Abrasive disc SC 178x22mm G060,5412605131327,112643B,1.9,0
Abrasive disc SC 178x22mm G080,,112644B,1.8,0
Abrasive disc ZC 178x22mm G024,5412605131006,112852B,2.6,225
Abrasive disc ZC 178x22mm G036,5412605130726,110332A,2.35,325
Abrasive disc ZC 178x22mm G040,5412605130733,110333A,2.15,355
Abrasive disc ZC 178x22mm G050,5412605130740,110334A,2.15,0
Abrasive disc ZC 178x22mm G060,5412605130757,110335A,1.7,125
Abrasive disc ZC 178x22mm G080,5412605130764,110336A,1.6,175
Abrasive disc ZC 178x22mm G100,5412605130771,110337A,1.6,0
Abrasive disc ZC 178x22mm G120,5412605130788,110338A,1.6,0
Abrasive disc AO 180x22mm G100,5412605130399,110316A,1.2,-175
Abrasive disc AO 180x22mm G120,5412605130405,110317A,1.2,101
Abrasive disc AO 180x22mm G016,5412605130412,110309A,1.85,6875
Abrasive disc AO 180x22mm G024,5412605130429,110310A,1.5,501
Abrasive disc AO 180x22mm G036,5412605130436,110311A,1.5,1000
Abrasive disc AO 180x22mm G040,5412605130450,110312A,1.3,2050
Abrasive disc AO 180x22mm G050,5412605130467,110313A,1.25,125
Abrasive disc AO 180x22mm G060,5412605130474,110314A,1.25,565
Abrasive disc AO 180x22mm G080,5412605130481,110315A,1.2,2050
Abrasive disc AO 230x22mm G100,5412605130566,112656B,0,0
Abrasive disc AO 230x22mm G120,5412605130498,112657B,2.35,0
Abrasive disc AO 230x22mm G016,,112823B,0,0
Abrasive disc AO 230x22mm G024,5412605130504,112651B,3.05,0
Abrasive disc AO 230x22mm G036,5412605130559,112652B,0,0
Abrasive disc AO 230x22mm G040,5412605130511,112653B,2.7,0
Abrasive disc AO 230x22mm G060,5412605130528,112654B,2.35,0
Abrasive disc AO 230x22mm G080,5412605130535,112655B,0,0
Abrasive disc AO 115x22mm G120 (SB per 5),5412605131235,112945B,4.4,140
Abrasive disc AO 115x22mm G036 (SB per 5),5412605131204,112942B,4.85,182
Abrasive disc AO 115x22mm G060 (SB per 5),5412605131211,112943B,4.45,124
Abrasive disc AO 115x22mm G080 (SB per 5),5412605131228,112944B,4.4,153
Abrasive disc AO 125x22mm G120 (SB per 5),5412605131273,112949B,4.85,163
Abrasive disc AO 125x22mm G036 (SB per 5),5412605131242,112946B,5.35,84
Abrasive disc AO 125x22mm G060 (SB per 5),5412605131259,112947B,4.9,141
Abrasive disc AO 125x22mm G080 (SB per 5),5412605131266,112948B,4.85,143
Tightening cover -  hole = 100mm,5412605140817,040511A,65.816,0
Flap wheel 100x100x19mm non woven fine,5412605146376,040561B,33.495,0
Flap wheel 100x100x19mm non woven coarse,5412605416387,040562B,33.495,0
Flap wheel 100x100x19mm non woven medium,5412605416394,040563B,33.495,0
Flap wheel AO 100x30x26mm G120,5412605140046,040468A,15.129,0
Flap wheel AO 100x30x26mm G040,5412605140015,040465A,13.135,0
Flap wheel AO 100x30x26mm G060,5412605140022,040466A,13.953,0
Flap wheel AO 100x30x26mm G080,5412605140039,040467A,14.202,0
Rubber holder cylindrical 100x40x8mm,5412605146338,040461A,31.683,0
Grinding sleeve AO cylindrical 100x40mm G050,5412605145751,040405A,1.888,0
Grinding sleeve AO cylindrical 100x40mm G150,5412605145782,040407A,1.888,0
Flap wheel AO 100x50x26mm G120,5412605140091,040472A,19.577,0
Flap wheel AO 100x50x26mm G040,5412605140053,040469A,17.688,0
Flap wheel AO 100x50x26mm G060,5412605140060,040470A,18.65,0
Flap wheel AO 100x50x26mm G080,5412605140077,040471A,19.258,0
Grinding sleeve AO cylindrical 100x40mm G080,5412605145768,040406A,1.888,8
Abrasive roll conical AO 10x25mm G060,5412605146406,040540A,1.814,0
Abrasive roll cylindrical AO 10x25mm G080,5412605146413,040524A,0.782,0
Abrasive roll conical AO 10x25mm G120,5412605146420,040541A,1.814,0
Abrasive roll cylindrical AO 10x25mm G120,5412605146437,040525A,0.782,0
Abrasive roll cylindrical AO 10x38mm G080,5412605146444,040526A,0.996,0
Cartr.roll straight 10x38 G120,5412605146451,040527A,0.996,0
Rubber holder cylindrical 10x10x6mm,5412605146178,040446A,12.294,0
Grinding sleeve AO cylindrical 10x10mm G050,5412605145201,040351A,0.392,0
Grinding sleeve AO cylindrical 10x10mm G150,5412605145225,040353A,0.392,0
Grinding sleeve AO cylindrical 10x10mm G080,5412605145218,040352A,0.392,11
Rubber holder cylindrical 10x20x6mm,5412605146185,040447A,14.346,2
Grinding sleeve AO cylindrical 10x20mm G050,5412605145232,040354A,0.535,302
Grinding sleeve AO cylindrical 10x20mm G150,5412605145256,040356A,0.535,455
Grinding sleeve AO cylindrical 10x20mm G080,5412605145249,040355A,0.535,4
Grinding sleeve ZC cylindrical 10x20mm G050,5412605145799,040408A,0.64,0
Grinding sleeve ZC cylindrical 10x20mm G080,5412605145805,040409A,0.64,0
Abrasive roll conical AO 12x25mm G060,5412605146468,040542A,1.814,0
Abrasive roll cylindrical AO 12x25mm G060,5412605146475,040528A,0.996,0
Abrasive roll conical AO 12x25mm G120,5412605146482,040543A,1.814,0
Abrasive roll cylindrical AO 12x25mm G120,5412605146499,040529A,0.996,0
Abrasive roll conical AO 12x38mm G060,5412605146505,040544A,1.923,0
Abrasive roll cylindrical AO 12x38mm G060,5412605146512,040530A,1.214,0
Abrasive roll conical AO 12x38mm G120,5412605146529,040545A,1.923,0
Abrasive roll cylindrical AO 12x38mm G120,5412605146536,040531A,1.214,0
Grinding sleeve AO cylindrical 12x10mm G080,5412605146543,040580B,0.45,50
Grinding sleeve AO cylindrical 12x10mm G120,5412605146550,040581B,0.462,0
Grinding sleeve AO cylindrical 12x10mm G040,5412605146567,040582B,0.462,0
Rubber holder cylindrical 12x25x6mm,5412605146574,040583B,0,0
Grinding sleeve AO cylindrical 13x25mm G120,5412605146581,040584B,0.75,0
Grinding sleeve AO cylindrical 12x25mm G040,5412605146598,040585B,0.748,0
Grinding sleeve AO cylindrical 12x25mm G080,5412605146604,040586B,0.75,41
Tightening cover  - hole = 132mm,5412605140824,040512A,76.747,0
Grinding sleeve AO cylindrical 13x25mm G150,5412605145287,040359A,0.55,501
Rubber holder cylindrical 13x25x6mm,5412605146192,040448A,14.35,5
Abrasive roll cylindrical AO 13x38mm G060,5412605146611,040532A,1.814,0
Abrasive roll cylindrical AO 13x38mm G120,5412605146628,040533A,1.814,0
Grinding sleeve AO cylindrical 13x10mm G080,5412605146635,040588B,0.65,20
Grinding sleeve AO cylindrical 13x25mm G050,5412605145263,040357A,0.535,340
Grinding sleeve AO cylindrical 13x25mm G080,5412605145270,040358A,0.55,200
Grinding sleeve ZC cylindrical 13x25mm G050,5412605145812,040410A,0.65,0
Grinding sleeve ZC cylindrical 13x25mm G080,5412605145829,040411A,0.65,0
"Flap wheel AO 150x30x25,4mm G120",5412605140138,040476A,34.65,0
"Flap wheel AO 150x30x25,4mm G150",5412605140145,040477A,34.65,0
"Flap wheel AO 150x30x25,4mm G040",5412605140107,040473A,23.1,0
"Flap wheel AO 150x30x25,4mm G060",5412605140114,040474A,24.277,0
"Flap wheel AO 150x30x25,4mm G080",5412605140121,040475A,24.847,0
"Flap wheel AO 150x50x25,4mm G120",5412605140237,040481A,38.335,0
"Flap wheel AO 150x50x25,4mm G150",5412605140244,040482A,41.181,0
"Flap wheel AO 150x50x25,4mm G040",5412605140152,040478A,32.358,0
"Flap wheel AO 150x50x25,4mm G060",5412605140169,040479A,34.601,0
"Flap wheel AO 150x50x25,4mm G080",5412605140220,040480A,35.562,0
Tightening cover  - hole = 152mm,5412605140831,040513A,90.449,0
Rubber holder cylindrical 15x30x6mm,5412605146222,040450A,14.346,0
Rubber holder cylindrical 15x10x6mm,5412605146215,040449A,0,0
Grinding sleeve AO cylindrical 15x10mm G050,5412605145294,040360A,0.392,0
Grinding sleeve AO cylindrical 15x10mm G150,5412605145317,040362A,0.392,0
Grinding sleeve AO cylindrical 15x10mm G080,5412605145300,040361A,0.392,0
Grinding sleeve AO cylindrical 15x30mm G080,5412605145348,040365A,0.535,40
Grinding sleeve AO cylindrical 15x30mm G150,5412605145355,040366A,0.535,475
Grinding sleeve AO cylindrical 15x30mm G040,5412605145324,040363A,0.535,0
Grinding sleeve AO cylindrical 15x30mm G050,5412606145330,040364A,0.55,144
Grinding sleeve ZC cylindrical 15x30mm G050,5412605145836,040412A,0.64,50
"Flap wheel AO 165x30x25,4mm G100",5412605146659,040692B,30.47,0
"Flap wheel AO 165x30x44,45mm G120",5412605140282,040486A,31.466,1
"Flap wheel AO 165x30x44,45mm G150",5412605140299,040487A,34.136,0
"Flap wheel AO 165x30x44,45mm G240",5412605140305,040488A,37.055,0
"Flap wheel AO 165x30x44,45mm G320",5412605140312,040489A,40.97,0
"Flap wheel AO 165x30x44,45mm G040",5412605140251,040483A,26.3,0
"Flap wheel AO 165x30x44,45mm G060",5412605140268,040484A,29.33,0
"Flap wheel AO 165x30x44,45mm G080",5412605140275,040485A,29.45,8
"Flap wheel AO 165x50x44,45mm G120",5412605140350,040493A,45.277,0
"Flap wheel AO 165x50x44,45mm G150",5412605140367,040494A,49.657,0
"Flap wheel AO 165x50x44,45mm G240",5412605140374,040495A,53.607,0
"Flap wheel AO 165x50x44,45mm G320",5412605140381,040496A,55.957,0
"Flap wheel AO 165x50x44,45mm G040",5412605140329,040490A,38.35,64
"Flap wheel AO 165x50x44,45mm G060",5412605140336,040491A,41.755,0
"Flap wheel AO 165x50x44,45mm G080",5412605140343,040492A,42.253,0
Flap wheel AO nylon 175x45x51mm G060,5412605140503,040607B,103.905,7
Abrasive roll conical AO 19x25mm G060,5412605146666,040546A,2.454,0
Abrasive roll conical AO 19x25mm G120,5412605146673,040547A,2.454,0
Abrasive roll cylindrical AO 19x25mm G120,5412605146680,040535A,1.672,0
Abrasive roll conical AO 19x38mm G060,5412605146697,040548A,2.454,0
Abrasive roll cylindrical AO 19x38mm G060,5412605146703,040536A,1.957,0
Abrasive roll conical AO 19x38mm G120,5412605146710,040549A,2.454,0
Abrasive roll cylindrical AO 19x38mm G120,5412605146727,040537A,1.957,0
Rubber holder cylindrical 19x25x6mm,5412605146239,040451A,15.2,2
Grinding sleeve AO cylindrical 19x25mm G050,5412605145362,040367A,0.55,176
Grinding sleeve AO cylindrical 19x25mm G150,5412605145386,040369A,0.55,399
Abrasive roll cylindrical AO 19x25mm G060,5412605146734,040534A,1.672,0
Grinding sleeve AO cylindrical 19x25mm G080,5412605145379,040368A,0.55,322
Grinding sleeve ZC cylindrical 19x25mm G036,5412605145843,040413A,0.64,0
Grinding sleeve ZC cylindrical 19x25mm G050,5412605145850,040414A,0.64,0
Grinding sleeve ZC cylindrical 19x25mm G080,5412605145867,040415A,0.64,0
Flap wheel AO 200x30x54mm G120,5412605140411,040499A,38.23,0
Flap wheel AO 200x30x54mm G150,5412605140428,040500A,39.407,0
Flap wheel AO 200x30x54mm G240,5412605140435,040501A,43.3,7
Flap wheel AO 200x30x54mm G060,5412605140398,040497A,35.098,0
Flap wheel AO 200x30x54mm G080,5412605140404,040498A,35.205,0
Flap wheel AO 200x50x54mm G120,5412605140466,040504A,56.313,0
Flap wheel AO 200x50x54mm G150,5412605140473,040505A,58.75,0
Flap wheel AO 200x50x54mm G240,5412605140480,040506A,64.75,0
Flap wheel AO 200x50x54mm G060,5412605140442,040502A,50.95,0
Flap wheel AO 200x50x54mm G080,5412605140459,040503A,51.153,0
Rubber holder conical 20/14x63x6mm,5412605146345,040462A,18.367,0
Grinding sleeve AO conical 20x14x63mm G150,5412605146062,040435A,2.207,0
Grinding sleeve AO conical 20x14x63mm G040,5412605146031,040432A,2.207,0
Grinding sleeve AO conical 20x14x63mm G060,5412605146048,040433A,2.207,0
Grinding sleeve AO conical 20x14x63mm G080,5412605146055,040434A,2.207,0
Flap wheel/shank AO 20x10x6mm G040,5412605140848,040001A,3.277,0
Flap wheel/shank AO 20x10x6mm G050,5412605140855,040002A,3.277,0
Flap wheel/shank AO 20x10x6mm G100,5412605140886,040005A,3.277,0
Flap wheel/shank AO 20x10x6mm G120,5412605140893,040006A,3.277,0
Flap wheel/shank AO 20x10x6mm G150,5412605140909,040007A,3.277,0
Flap wheel/shank AO 20x10x6mm G180,5412605140916,040008A,3.277,0
Flap wheel/shank AO 20x10x6mm G240,5412605140923,040009A,3.277,0
Flap wheel/shank AO 20x10x6mm G320,5412605140930,040010A,3.277,0
Flap wheel/shank AO 20x10x6mm G060,5412605140862,040003A,3.277,0
Flap wheel/shank AO 20x10x6mm G080,5412605140879,040004A,3.277,0
Flap wheel/shank AO 20x15x6mm G040,5412605140947,040011A,3.34,0
Flap wheel/shank AO 20x15x6mm G050,5412605140954,040012A,3.35,0
Flap wheel/shank AO 20x15x6mm G060,5412605140961,040013A,3.34,0
Flap wheel/shank AO 20x15x6mm G080,5412605140978,040014A,3.34,0
Flap wheel/shank AO 20x15x6mm G100,5412605140985,040015A,3.34,0
Flap wheel/shank AO 20x15x6mm G120,5412605140992,040016A,3.34,0
Flap wheel/shank AO 20x15x6mm G150,5412605141005,040017A,3.34,0
Flap wheel/shank AO 20x15x6mm G180,5412605141012,040018A,3.34,0
Flap wheel/shank AO 20x15x6mm G240,5412605141029,040019A,3.34,0
Flap wheel/shank AO 20x15x6mm G320,5412605141036,040020A,3.34,0
Flap wheel/shank AO 20x20x6mm G040,5412605141043,040021A,3.441,0
Flap wheel/shank AO 20x20x6mm G050,5412605141050,040022A,3.441,0
Flap wheel/shank AO 20x20x6mm G060,5412605141067,040023A,3.441,0
Flap wheel/shank AO 20x20x6mm G080,5412605141074,040024A,3.441,0
Flap wheel/shank AO 20x20x6mm G100,5412605141081,040025A,3.441,0
Flap wheel/shank AO 20x20x6mm G120,5412605141098,040026A,3.441,0
Flap wheel/shank AO 20x20x6mm G150,5412605141104,040027A,3.441,0
Flap wheel/shank AO 20x20x6mm G180,5412605141111,040028A,3.441,0
Flap wheel/shank AO 20x20x6mm G240,5412605141128,040029A,3.441,0
Flap wheel/shank AO 20x20x6mm G320,5412605141135,040030A,3.441,0
Flap wheel/shank AO 20x30x6mm G120,5412605146741,040627B,4.269,0
Rubber holder cylindrical 22x20x6mm,5412605146246,040452A,13.048,30
Grinding sleeve AO cylindrical 22x20mm G060,5412605145409,040371A,0.392,209
Grinding sleeve AO cylindrical 22x20mm G150,5412605145423,040373A,0.392,459
Grinding sleeve AO cylindrical 22x20mm G050,5412605145393,040370A,0.392,331
Grinding sleeve AO cylindrical 22x20mm G080,5412605145416,040372A,0.392,0
Grinding sleeve ZC cylindrical 22x20mm G050,5412605145874,040416A,0.64,0
"Reduction flap wheel 25,4/16 mm",5412605146758,040693B,4.627,0
Abrasive roll conical AO 25x38mm G060,5412605146765,040550A,3.489,0
Abrasive roll cylindrical AO 25x38mm G060,5412605146772,040538A,3.775,0
Abrasive roll conical AO 25x38mm G120,5412605146789,040551A,3.489,0
Abrasive roll cylindrical AO 25x38mm G120,5412605146796,040539A,3.775,0
"Tightening cover - hole = 25,4mm",5412605140701,040507A,4.698,0
Flap wheel/shank AO 25x10x6mm G040,5412605141142,040031A,3.167,0
Flap wheel/shank AO 25x10x6mm G050,5412605141159,040032A,3.167,0
Flap wheel/shank AO 25x10x6mm G060,5412605141166,040033A,3.167,0
Flap wheel/shank AO 25x10x6mm G080,5412605141173,040034A,3.167,0
Flap wheel/shank AO 25x10x6mm G100,5412605141180,040035A,3.167,0
Flap wheel/shank AO 25x10x6mm G120,5412605141197,040036A,3.167,0
Flap wheel/shank AO 25x10x6mm G150,5412605141203,040037A,3.167,0
Flap wheel/shank AO 25x10x6mm G180,5412605141210,040038A,3.167,0
Flap wheel/shank AO 25x10x6mm G240,5412605141227,040039A,3.167,0
Flap wheel/shank AO 25x10x6mm G320,5412605141234,040040A,3.167,0
Flap wheel/shank AO 25x15x6mm G040,5412605141241,040041A,3.25,0
Flap wheel/shank AO 25x15x6mm G050,5412605141258,040042A,3.241,0
Flap wheel/shank AO 25x15x6mm G060,5412605141265,040043A,3.25,0
Flap wheel/shank AO 25x15x6mm G080,5412605141272,040044A,3.25,0
Flap wheel/shank AO 25x15x6mm G100,5412605141289,040045A,3.25,0
Flap wheel/shank AO 25x15x6mm G120,5412605141296,040046A,3.25,0
Flap wheel/shank AO 25x15x6mm G150,5412605141302,040047A,3.25,20
Flap wheel/shank AO 25x15x6mm G180,5412605141319,040048A,3.25,0
Flap wheel/shank AO 25x15x6mm G240,5412605141326,040049A,3.25,0
Flap wheel/shank AO 25x15x6mm G320,5412605141333,040050A,3.25,0
Flap wheel/shank AO 25x20x6mm G040,5412605141340,040051A,3.45,19
Flap wheel/shank AO 25x20x6mm G050,5412605141357,040052A,3.441,0
Flap wheel/shank AO 25x20x6mm G060,5412605141364,040053A,3.45,0
Flap wheel/shank AO 25x20x6mm G080,5412605141371,040054A,3.45,0
